year, month, day, dow, hol, ObsCode, dcnn,Pstn,Tdry,RH,N8,rd,sss
1990,01,31,3_we,x,"PktReg",5576,981.0,7.1,91,8,1,0.0
1990,02,01,4_th,x,"PktReg",5576,994.2,6.1,85,2,1,2.1
1990,02,02,5_fr,x,"PktReg",5576,993.3,5.5,78,4,1,6.6
1990,02,03,6_sa,x,"PktReg",5576,989.1,5.0,95,8,1,2.2
1990,02,04,7_su,x,"PktReg",5576,1010.8,9.5,80,8,0,0.3
1990,02,05,1_mo,x,"PktReg",5576,1011.5,9.1,85,7,0,3.1
1990,02,06,2_tu,x,"PktReg",5576,999.9,8.9,86,3,1,1.4
1990,02,07,3_we,x,"PktReg",5576,989.5,11.1,96,8,1,0.0
1990,02,08,4_th,x,"PktReg",5576,1006.5,7.6,69,0,0,8.0
1990,02,09,5_fr,x,"PktReg",5576,1021.8,6.0,86,2,0,4.1
1990,02,10,6_sa,x,"PktReg",5576,995.8,7.5,94,8,1,0.3
1990,02,11,7_su,x,"PktReg",5576,992.9,3.7,87,7,1,0.4
1990,02,12,1_mo,x,"PktReg",5576,980.0,4.7,70,1,0,8.2
1990,02,13,2_tu,x,"PktReg",5576,987.8,4.8,82,8,1,0.0
1990,02,14,3_we,x,"PktReg",5576,990.0,6.1,74,8,1,0.0
1990,02,15,4_th,x,"PktReg",5576,996.1,4.7,73,0,0,7.1
1990,02,16,5_fr,x,"PktReg",5576,1003.8,3.6,88,2,0,7.7
1990,02,17,6_sa,x,"PktReg; barograph/Smortimer suggest pressure change from 991.6/997.9 to 1000.6/1006.9",5576,1000.6,10.9,90,8,1,0.2
1990,02,18,7_su,x,"PktReg",5576,1002.2,7.2,96,6,0,5.6
1990,02,19,1_mo,x,"PktReg",5576,1000.1,11.0,89,8,1,0.1
1990,02,20,2_tu,x,"PktReg",5576,1008.4,12.6,89,7,1,0.1
1990,02,21,3_we,x,"PktReg",5576,1013.0,6.9,81,5,0,6.9
1990,02,22,4_th,x,"PktReg",5576,1029.7,9.7,88,7,0,7.3
1990,02,23,5_fr,x,"PktReg",5576,1025.1,9.2,99,8,0,5.9
1990,02,24,6_sa,x,"PktReg",5576,1013.6,11.5,89,8,1,0.0
1990,02,25,7_su,x,"PktReg",5576,1001.5,8.0,92,8,1,0.5
1990,02,26,1_mo,x,"PktReg",5576,980.9,8.9,75,7,1,5.9
1990,02,27,2_tu,x,"PktReg",5576,988.7,5.5,66,2,1,7.0
1990,02,28,3_we,x,"PktReg",5576,993.6,5.0,98,8,1,0.0
1990,03,01,4_th,x,"PktReg",5576,1000.4,4.0,67,1,0,6.9
1990,03,02,5_fr,x,"PktReg",5576,1027.6,1.7,71,1,0,5.9
1990,03,03,6_sa,x,"PktReg",5576,1037.8,4.6,81,1,0,5.7
1990,03,04,7_su,x,"PktReg",5576,1032.3,8.4,67,7,0,0.2
1990,03,05,1_mo,x,"PktReg",5576,1026.2,7.4,79,8,0,0.2
1990,03,06,2_tu,x,"PktReg",5576,1016.1,8.7,77,8,0,0.7
1990,03,07,3_we,x,"PktReg",5576,1017.0,9.2,85,8,0,0.0
1990,03,08,4_th,x,"PktReg",5576,1012.9,6.0,83,8,0,5.8
1990,03,09,5_fr,x,"PktReg",5576,1018.0,8.0,56,7,0,5.2
1990,03,10,6_sa,x,"PktReg",5576,1022.0,11.9,78,7,0,2.3
1990,03,11,7_su,x,"PktReg",5576,1021.4,10.6,85,7,0,2.2
1990,03,12,1_mo,x,"PktReg",5576,1022.9,7.4,88,5,0,8.3
1990,03,13,2_tu,x,"PktReg",5576,1015.5,8.3,94,8,1,0.4
1990,03,14,3_we,x,"PktReg",5576,1024.8,8.1,86,5,0,5.5
1990,03,15,4_th,x,"PktReg",5576,1027.3,9.1,79,7,0,4.2
1990,03,16,5_fr,x,"PktReg",5576,1025.5,8.1,86,3,0,5.8
1990,03,17,6_sa,x,"PktReg",5576,1021.0,11.3,83,5,0,8.7
1990,03,18,7_su,x,"PktReg",5576,1019.8,13.9,68,4,0,7.5
1990,03,19,1_mo,x,"PktReg",5576,1020.0,11.8,95,8,1,0.0
1990,03,20,2_tu,x,"PktReg",5576,1018.3,6.1,99,7,0,3.3
1990,03,21,3_we,x,"PktReg; grass/concrete taken from MIDAS; register has 9.5/9.0 resp.",5576,1009.6,11.5,83,8,1,0.0
1990,03,22,4_th,x,"PktReg",5576,1013.5,9.9,76,5,0,7.0
1990,03,23,5_fr,x,"PktReg",5576,1018.9,8.4,79,7,0,0.8
1990,03,24,6_sa,x,"PktReg",5576,1009.5,10.6,73,7,1,1.9
1990,03,25,7_su,x,"PktReg",5576,1019.6,7.5,69,6,1,6.0
1990,03,26,1_mo,x,"PktReg",5576,1026.3,5.4,71,1,0,7.4
1990,03,27,2_tu,x,"PktReg",5576,1023.3,5.1,73,4,0,2.1
1990,03,28,3_we,x,"PktReg",5576,1021.5,6.7,88,8,0,2.5
1990,03,29,4_th,x,"PktReg",5576,1029.1,5.3,83,4,0,4.8
1990,03,30,5_fr,x,"PktReg",5576,1031.0,10.4,83,2,0,10.2
1990,03,31,6_sa,x,"PktReg",5576,1028.8,9.0,88,0,0,8.6
1990,04,01,7_su,x,"PktReg",5576,1015.1,7.1,100,9,0,8.0
1990,04,02,1_mo,x,"PktReg; 100cm/9.8 in register changed to 8.8",5576,997.0,11.5,81,8,1,1.6
1990,04,03,2_tu,x,"PktReg",5576,998.9,6.0,63,3,1,5.9
1990,04,04,3_we,x,"PktReg",5576,1011.2,3.8,59,0,1,8.7
1990,04,05,4_th,x,"PktReg",5576,1015.1,4.8,59,1,0,9.8
1990,04,06,5_fr,x,"PktReg",5576,1008.5,6.1,63,1,0,10.3
1990,04,07,6_sa,x,"PktReg",5576,1010.3,8.4,56,2,0,9.1
1990,04,08,7_su,x,"PktReg",5576,1018.1,7.1,59,3,0,10.4
1990,04,09,1_mo,x,"PktReg",5576,1017.0,7.1,68,3,0,9.5
1990,04,10,2_tu,x,"PktReg",5576,1009.1,10.0,81,7,0,2.1
1990,04,11,3_we,x,"PktReg",5576,1010.0,9.8,64,7,0,1.3
1990,04,12,4_th,x,"PktReg",5576,1010.7,11.5,72,7,1,3.3
1990,04,13,5_fr,EF,"PktReg",5576,997.9,4.3,95,8,1,3.2
1990,04,14,6_sa,ES,"PktReg",5576,1004.4,6.8,75,4,1,4.2
1990,04,15,7_su,EA,"PktReg",5576,998.9,8.4,65,5,0,8.0
1990,04,16,1_mo,EM,"PktReg",5576,1008.8,8.0,68,7,1,6.3
1990,04,17,2_tu,x,"PktReg",5576,1011.2,6.6,69,3,1,8.2
1990,04,18,3_we,x,"PktReg",5576,1012.2,7.0,74,7,1,6.9
1990,04,19,4_th,x,"PktReg",5576,1004.6,7.6,72,7,1,5.6
1990,04,20,5_fr,x,"PktReg",5576,1008.1,6.9,87,8,1,2.2
1990,04,21,6_sa,x,"PktReg",5576,1007.7,10.5,87,7,1,7.4
1990,04,22,7_su,x,"PktReg",5576,1007.9,8.7,97,8,0,1.4
1990,04,23,1_mo,x,"PktReg",5576,1011.5,10.8,84,5,0,8.5
1990,04,24,2_tu,x,"PktReg",5576,1012.5,11.6,72,4,0,11.2
1990,04,25,3_we,x,"PktReg",5576,1017.7,13.3,59,0,0,9.4
1990,04,26,4_th,x,"PktReg",5576,1014.6,10.7,81,8,1,0.1
1990,04,27,5_fr,x,"PktReg",5576,1018.9,8.4,55,1,0,12.1
1990,04,28,6_sa,x,"PktReg",5576,1023.5,10.6,75,5,0,12.6
1990,04,29,7_su,x,"PktReg",5576,1023.2,14.5,63,2,0,12.7
1990,04,30,1_mo,x,"PktReg",5576,1024.3,14.5,83,3,0,12.7
1990,05,01,2_tu,x,"PktReg",5576,1026.2,17.5,74,1,0,13.0
1990,05,02,3_we,x,"PktReg",5576,1027.3,16.4,71,2,0,12.7
1990,05,03,4_th,x,"PktReg",5576,1025.3,18.4,72,1,0,12.4
1990,05,04,5_fr,x,"PktReg",5576,1021.4,18.5,63,0,0,12.3
1990,05,05,6_sa,M6,"PktReg",5576,1017.3,19.8,54,0,0,12.0
1990,05,06,7_su,M7,"PktReg",5576,1011.8,17.6,71,6,0,11.9
1990,05,07,1_mo,MB,"PktReg",5576,1011.8,12.5,61,2,0,11.6
1990,05,08,2_tu,x,"PktReg",5576,1011.6,13.5,60,2,0,8.7
1990,05,09,3_we,x,"PktReg",5576,1010.3,11.2,81,8,1,0.1
1990,05,10,4_th,x,"PktReg",5576,1007.2,9.4,89,7,1,2.4
1990,05,11,5_fr,x,"PktReg",5576,1006.7,12.2,73,7,1,1.5
1990,05,12,6_sa,x,"PktReg",5576,1006.4,11.0,77,8,0,3.2
1990,05,13,7_su,x,"PktReg",5576,1011.2,10.5,84,8,0,3.9
1990,05,14,1_mo,x,"PktReg",5576,1011.7,15.1,68,5,0,6.0
1990,05,15,2_tu,x,"PktReg",5576,1009.4,15.5,75,5,1,10.7
1990,05,16,3_we,x,"PktReg",5576,1010.9,14.8,79,6,0,5.4
1990,05,17,4_th,x,"PktReg",5576,1015.5,15.1,72,4,0,10.6
1990,05,18,5_fr,x,"PktReg",5576,1019.0,13.3,63,4,0,6.8
1990,05,19,6_sa,x,"PktReg",5576,1018.8,12.9,60,4,0,11.7
1990,05,20,7_su,x,"PktReg",5576,1016.4,12.8,68,6,0,8.6
1990,05,21,1_mo,x,"PktReg",5576,1012.9,14.0,72,7,0,6.0
1990,05,22,2_tu,x,"PktReg",5576,1015.0,13.0,62,4,0,13.5
1990,05,23,3_we,x,"PktReg",5576,1014.2,16.2,60,2,0,7.7
1990,05,24,4_th,x,"PktReg",5576,1016.7,14.6,57,3,0,12.9
1990,05,25,5_fr,x,"PktReg",5576,1022.0,12.2,57,3,0,10.1
1990,05,26,6_sa,L6,"PktReg",5576,1023.5,12.3,61,3,0,14.4
1990,05,27,7_su,L7,"PktReg",5576,1022.9,14.3,54,6,0,13.0
1990,05,28,1_mo,LS,"PktReg",5576,1026.5,16.0,57,1,0,6.6
1990,05,29,2_tu,x,"PktReg",5576,1021.0,15.9,54,8,1,0.4
1990,05,30,3_we,x,"PktReg",5576,1015.2,12.7,89,8,1,1.0
1990,05,31,4_th,x,"PktReg",5576,1015.2,17.8,69,6,0,10.7
1990,06,01,5_fr,x,"PktReg",5576,1008.6,21.5,51,7,1,1.6
1990,06,02,6_sa,x,"PktReg",5576,1004.7,15.0,60,6,0,5.2
1990,06,03,7_su,x,"PktReg",5576,1000.7,14.7,81,8,1,2.0
1990,06,04,1_mo,x,"PktReg",5576,1002.4,13.1,59,5,0,7.9
1990,06,05,2_tu,x,"PktReg",5576,1004.3,12.6,76,8,1,0.2
1990,06,06,3_we,x,"PktReg",5576,1003.0,13.6,74,8,1,0.5
1990,06,07,4_th,x,"PktReg",5576,1000.8,13.0,66,6,1,5.0
1990,06,08,5_fr,x,"PktReg",5576,1003.0,13.5,62,6,1,2.4
1990,06,09,6_sa,x,"PktReg",5576,1007.7,13.5,73,6,0,2.9
1990,06,10,7_su,x,"PktReg",5576,1013.8,15.5,74,4,0,5.6
1990,06,11,1_mo,x,"PktReg",5576,1016.3,13.8,71,8,0,0.1
1990,06,12,2_tu,x,"PktReg",5576,1016.5,11.7,84,8,0,0.0
1990,06,13,3_we,x,"PktReg",5576,1019.0,10.8,68,8,0,0.1
1990,06,14,4_th,x,"PktReg",5576,1016.8,12.1,82,8,0,0.0
1990,06,15,5_fr,x,"PktReg",5576,1015.9,16.2,67,8,0,0.2
1990,06,16,6_sa,x,"PktReg",5576,1014.1,16.3,74,8,0,0.6
1990,06,17,7_su,x,"PktReg",5576,1009.8,17.6,62,5,0,5.8
1990,06,18,1_mo,x,"PktReg",5576,1003.6,17.5,65,7,1,1.6
1990,06,19,2_tu,x,"PktReg",5576,1002.8,16.1,64,8,0,10.6
1990,06,20,3_we,x,"PktReg",5576,1004.2,16.2,54,8,1,8.7
1990,06,21,4_th,x,"PktReg",5576,998.0,14.2,72,8,1,4.0
1990,06,22,5_fr,x,"PktReg",5576,992.1,14.9,72,7,1,5.7
1990,06,23,6_sa,x,"PktReg",5576,1006.3,15.6,61,6,1,6.9
1990,06,24,7_su,x,"PktReg",5576,1013.6,14.9,68,7,0,3.0
1990,06,25,1_mo,x,"PktReg",5576,1016.6,16.9,88,8,0,3.0
1990,06,26,2_tu,x,"PktReg",5576,1015.0,16.9,86,8,0,1.9
1990,06,27,3_we,x,"PktReg",5576,1009.1,18.4,78,7,0,5.0
1990,06,28,4_th,x,"PktReg",5576,1011.1,16.5,64,7,0,4.4
1990,06,29,5_fr,x,"PktReg",5576,1012.2,15.9,63,7,0,7.4
1990,06,30,6_sa,x,"PktReg",5576,1002.6,16.4,78,8,1,7.1
1990,07,01,7_su,x,"PktReg",5576,998.5,15.1,80,7,0,1.1
1990,07,02,1_mo,x,"PktReg",5576,1007.2,15.5,55,6,0,7.3
1990,07,03,2_tu,x,"PktReg",5576,1010.6,15.8,53,5,1,10.0
1990,07,04,3_we,x,"PktReg",5576,1004.0,11.0,92,8,1,0.8
1990,07,05,4_th,x,"PktReg",5576,989.8,14.5,85,8,0,1.0
1990,07,06,5_fr,x,"PktReg",5576,1012.8,15.0,58,5,1,3.8
1990,07,07,6_sa,x,"PktReg",5576,1010.8,17.0,88,8,0,0.8
1990,07,08,7_su,x,"PktReg",5576,1008.7,18.3,84,8,0,9.3
1990,07,09,1_mo,x,"PktReg",5576,1009.7,15.1,61,7,0,1.9
1990,07,10,2_tu,x,"PktReg",5576,1019.2,15.7,56,5,0,8.2
1990,07,11,3_we,x,"PktReg",5576,1023.8,19.1,67,0,0,14.5
1990,07,12,4_th,x,"PktReg",5576,1022.8,23.4,60,0,0,10.2
1990,07,13,5_fr,x,"PktReg",5576,1019.1,21.0,51,1,0,14.4
1990,07,14,6_sa,x,"PktReg",5576,1015.8,19.4,58,0,0,14.7
1990,07,15,7_su,x,"PktReg",5576,1013.1,21.6,61,2,0,10.5
1990,07,16,1_mo,x,"PktReg",5576,1018.1,17.4,82,8,0,2.5
1990,07,17,2_tu,x,"PktReg",5576,1022.1,19.6,71,6,0,5.1
1990,07,18,3_we,x,"PktReg",5576,1022.0,20.7,54,0,0,13.7
1990,07,19,4_th,x,"PktReg",5576,1018.7,22.5,48,0,0,13.2
1990,07,20,5_fr,x,"PktReg",5576,1016.8,23.6,42,0,0,13.6
1990,07,21,6_sa,x,"PktReg",5576,1018.6,25.2,53,0,0,9.5
1990,07,22,7_su,x,"PktReg",5576,1021.0,19.6,64,8,0,11.9
1990,07,23,1_mo,x,"PktReg",5576,1022.4,17.9,58,1,0,12.4
1990,07,24,2_tu,x,"PktReg",5576,1021.3,17.0,61,6,0,13.5
1990,07,25,3_we,x,"PktReg",5576,1018.5,19.2,54,0,0,13.5
1990,07,26,4_th,x,"PktReg",5576,1014.2,16.5,77,5,0,11.5
1990,07,27,5_fr,x,"PktReg",5576,1006.2,21.2,64,8,0,0.7
1990,07,28,6_sa,x,"PktReg",5576,1010.9,20.0,72,7,0,6.2
1990,07,29,7_su,x,"PktReg",5576,1016.3,20.5,62,6,1,3.9
1990,07,30,1_mo,x,"PktReg",5576,1016.2,18.8,88,8,0,0.9
1990,07,31,2_tu,x,"PktReg",5576,1020.1,21.7,63,7,0,4.1
1990,08,01,3_we,x,"PktReg",5576,1022.2,24.5,60,1,0,12.8
1990,08,02,4_th,x,"PktReg",5576,1020.2,26.5,52,0,0,12.2
1990,08,03,5_fr,x,"PktReg",5576,1018.5,26.5,53,0,0,12.9
1990,08,04,6_sa,x,"PktReg",5576,1017.9,25.5,55,0,0,12.9
1990,08,05,7_su,x,"PktReg",5576,1017.1,19.4,63,6,0,6.8
1990,08,06,1_mo,x,"PktReg",5576,1018.2,16.0,55,6,0,9.5
1990,08,07,2_tu,x,"PktReg",5576,1021.3,17.4,64,7,0,7.2
1990,08,08,3_we,x,"PktReg",5576,1021.8,18.7,65,5,0,8.7
1990,08,09,4_th,x,"PktReg",5576,1019.4,19.4,64,6,0,12.0
1990,08,10,5_fr,x,"PktReg",5576,1018.8,19.6,71,7,0,5.1
1990,08,11,6_sa,x,"PktReg",5576,1012.5,20.6,64,6,0,9.7
1990,08,12,7_su,x,"PktReg",5576,1008.8,21.6,65,3,0,11.5
1990,08,13,1_mo,x,"PktReg",5576,1009.0,19.0,69,7,0,4.8
1990,08,14,2_tu,x,"PktReg",5576,1007.7,19.4,67,8,1,0.6
1990,08,15,3_we,x,"PktReg",5576,1001.0,19.5,86,8,1,0.8
1990,08,16,4_th,x,"PktReg",5576,1005.6,16.0,89,6,0,11.2
1990,08,17,5_fr,x,"PktReg",5576,1014.4,16.4,85,4,1,8.5
1990,08,18,6_sa,x,"PktReg",5576,1010.2,15.5,88,8,1,0.2
1990,08,19,7_su,x,"PktReg",5576,1008.1,16.8,97,8,1,0.2
1990,08,20,1_mo,x,"PktReg",5576,1012.7,15.9,79,8,0,10.3
1990,08,21,2_tu,x,"PktReg",5576,1019.6,17.7,84,7,0,6.0
1990,08,22,3_we,x,"PktReg",5576,1021.0,18.9,74,1,0,7.5
1990,08,23,4_th,x,"PktReg",5576,1022.1,22.4,73,3,0,3.9
1990,08,24,5_fr,x,"PktReg",5576,1015.2,22.0,74,4,0,5.7
1990,08,25,6_sa,S6,"PktReg",5576,1011.5,18.1,91,8,0,4.1
1990,08,26,7_su,S7,"PktReg",5576,1014.3,17.9,95,8,0,2.7
1990,08,27,1_mo,SM,"PktReg",5576,1012.1,19.3,79,8,0,1.7
1990,08,28,2_tu,x,"PktReg",5576,1013.8,21.4,82,3,0,10.9
1990,08,29,3_we,x,"PktReg",5576,1008.8,21.5,75,6,1,7.9
1990,08,30,4_th,x,"PktReg",5576,1012.1,16.2,66,2,0,11.2
1990,08,31,5_fr,x,"PktReg",5576,1012.1,16.1,67,7,0,1.8
1990,09,01,6_sa,x,"PktReg",5576,1013.5,19.0,71,5,0,3.4
1990,09,02,7_su,x,"PktReg",5576,1017.1,18.1,74,6,0,10.5
1990,09,03,1_mo,x,"PktReg",5576,1013.6,19.3,64,8,0,2.0
1990,09,04,2_tu,x,"PktReg",5576,1012.5,15.4,68,4,0,6.8
1990,09,05,3_we,x,"PktReg",5576,1009.0,13.5,82,7,1,1.9
1990,09,06,4_th,x,"PktReg",5576,1007.0,15.0,61,4,0,7.8
1990,09,07,5_fr,x,"PktReg",5576,1007.8,15.3,65,7,0,9.0
1990,09,08,6_sa,x,"PktReg",5576,1018.1,13.6,76,7,0,4.8
1990,09,09,7_su,x,"PktReg",5576,1024.4,15.2,70,2,0,10.4
1990,09,10,1_mo,x,"PktReg",5576,1023.2,14.8,79,6,0,6.6
1990,09,11,2_tu,x,"PktReg",5576,1021.8,14.5,78,6,0,7.2
1990,09,12,3_we,x,"PktReg",5576,1023.4,16.5,75,5,0,7.3
1990,09,13,4_th,x,"PktReg",5576,1021.1,16.8,74,5,0,7.3
1990,09,14,5_fr,x,"PktReg",5576,1022.1,16.5,79,1,0,5.6
1990,09,15,6_sa,x,"PktReg",5576,1025.6,15.7,60,1,0,8.8
1990,09,16,7_su,x,"PktReg",5576,1021.9,13.9,62,7,0,1.3
1990,09,17,1_mo,x,"PktReg",5576,1014.3,13.9,78,8,1,2.1
1990,09,18,2_tu,x,"PktReg",5576,1016.2,14.2,80,8,1,1.8
1990,09,19,3_we,x,"PktReg",5576,1001.1,12.1,86,7,0,7.1
1990,09,20,4_th,x,"PktReg",5576,1008.8,11.0,67,7,0,0.7
1990,09,21,5_fr,x,"PktReg",5576,1000.4,11.1,54,6,1,8.0
1990,09,22,6_sa,x,"PktReg",5576,993.1,10.7,99,8,0,0.1
1990,09,23,7_su,x,"PktReg",5576,992.9,11.7,85,7,0,2.1
1990,09,24,1_mo,x,"PktReg",5576,1000.0,11.6,75,3,0,8.5
1990,09,25,2_tu,x,"PktReg",5576,1007.1,11.0,75,6,0,9.9
1990,09,26,3_we,x,"PktReg",5576,1019.8,11.0,81,1,0,7.3
1990,09,27,4_th,x,"PktReg",5576,1022.6,10.5,77,4,0,7.8
1990,09,28,5_fr,x,"PktReg",5576,1019.3,12.2,72,1,0,9.3
1990,09,29,6_sa,x,"PktReg",5576,1008.1,13.5,91,8,1,0.2
1990,09,30,7_su,x,"PktReg",5576,996.6,17.6,94,8,1,0.3
1990,10,01,1_mo,x,"PktReg",5576,1011.2,11.4,77,2,0,7.6
1990,10,02,2_tu,x,"PktReg",5576,1010.8,15.5,75,5,1,4.6
1990,10,03,3_we,x,"PktReg",5576,995.8,13.8,93,8,1,0.6
1990,10,04,4_th,x,"PktReg",5576,1011.7,12.1,74,0,1,8.1
1990,10,05,5_fr,x,"PktReg",5576,1010.6,13.9,95,8,0,0.0
1990,10,06,6_sa,x,"PktReg",5576,1003.2,15.5,75,7,1,1.5
1990,10,07,7_su,x,"PktReg",5576,1008.5,11.1,74,3,0,9.0
1990,10,08,1_mo,x,"PktReg",5576,1021.8,6.2,82,3,0,8.7
1990,10,09,2_tu,x,"PktReg",5576,1018.0,10.6,73,8,0,2.5
1990,10,10,3_we,x,"PktReg",5576,1016.2,13.9,85,7,0,1.7
1990,10,11,4_th,x,"PktReg",5576,1012.1,14.8,75,3,0,2.9
1990,10,12,5_fr,x,"PktReg",5576,1006.7,13.0,91,1,0,7.5
1990,10,13,6_sa,x,"PktReg",5576,1004.8,17.5,82,2,0,6.9
1990,10,14,7_su,x,"PktReg",5576,1010.4,16.6,81,6,0,7.8
1990,10,15,1_mo,x,"PktReg",5576,995.0,17.8,78,7,1,1.2
1990,10,16,2_tu,x,"PktReg",5576,1006.0,13.9,63,3,0,9.0
1990,10,17,3_we,x,"PktReg",5576,1003.4,13.9,93,7,1,0.0
1990,10,18,4_th,x,"PktReg",5576,999.1,14.0,93,8,0,0.0
1990,10,19,5_fr,x,"PktReg",5576,1002.5,13.2,91,8,0,0.9
1990,10,20,6_sa,x,"PktReg",5576,1007.4,12.4,99,9,0,1.9
1990,10,21,7_su,x,"PktReg",5576,1010.5,13.9,85,8,0,0.7
1990,10,22,1_mo,x,"PktReg",5576,1011.8,10.2,75,8,0,0.1
1990,10,23,2_tu,x,"PktReg",5576,1004.6,8.6,77,7,0,3.4
1990,10,24,3_we,x,"PktReg",5576,1000.4,14.5,88,8,1,0.9
1990,10,25,4_th,x,"PktReg",5576,999.8,12.1,87,2,1,4.9
1990,10,26,5_fr,x,"PktReg",5576,985.8,9.4,89,8,1,1.4
1990,10,27,6_sa,x,"PktReg",5576,987.6,9.2,85,7,1,1.8
1990,10,28,7_su,x,"PktReg",5576,972.6,10.7,73,6,0,0.5
1990,10,29,1_mo,x,"PktReg",5576,979.6,6.2,82,7,1,0.5
1990,10,30,2_tu,x,"PktReg",5576,982.5,9.4,79,8,0,5.8
1990,10,31,3_we,x,"PktReg",5576,984.1,9.9,79,5,0,4.4
1990,11,01,4_th,x,"PktReg",5576,996.1,7.6,84,0,0,7.2
1990,11,02,5_fr,x,"PktReg",5576,997.7,6.9,85,5,0,3.6
1990,11,03,6_sa,x,"PktReg",5576,1005.0,4.5,76,0,0,5.5
1990,11,04,7_su,x,"PktReg",5576,1010.9,6.5,78,1,0,5.3
1990,11,05,1_mo,x,"PktReg",5576,1016.8,4.3,93,7,0,4.9
1990,11,06,2_tu,x,"PktReg",5576,1025.6,4.4,89,3,0,6.2
1990,11,07,3_we,x,"PktReg",5576,1025.7,6.1,94,8,0,3.7
1990,11,08,4_th,x,"PktReg",5576,1020.3,5.9,79,2,0,6.5
1990,11,09,5_fr,x,"PktReg",5576,1012.8,4.9,92,8,1,0.0
1990,11,10,6_sa,x,"PktReg",5576,1008.3,12.6,95,7,1,0.1
1990,11,11,7_su,x,"PktReg",5576,1012.5,9.1,97,7,1,1.6
1990,11,12,1_mo,x,"PktReg",5576,1015.9,12.5,99,8,1,0.0
1990,11,13,2_tu,x,"PktReg",5576,1010.6,12.9,88,7,1,1.1
1990,11,14,3_we,x,"PktReg",5576,1006.0,11.9,88,8,0,3.0
1990,11,15,4_th,x,"PktReg",5576,1017.1,9.9,76,7,0,0.7
1990,11,16,5_fr,x,"PktReg",5576,1014.5,13.8,94,8,1,0.1
1990,11,17,6_sa,x,"PktReg",5576,1006.4,13.5,93,8,0,0.1
1990,11,18,7_su,x,"PktReg",5576,1008.8,9.1,65,1,0,4.8
1990,11,19,1_mo,x,"PktReg",5576,1005.0,6.9,84,6,1,0.2
1990,11,20,2_tu,x,"PktReg",5576,986.8,4.5,90,7,1,3.1
1990,11,21,3_we,x,"PktReg",5576,994.0,3.1,95,4,0,0.7
1990,11,22,4_th,x,"PktReg",5576,1007.3,1.4,94,7,0,0.0
1990,11,23,5_fr,x,"PktReg",5576,1003.6,1.9,100,9,1,1.2
1990,11,24,6_sa,x,"PktReg",5576,974.2,4.7,95,7,1,0.9
1990,11,25,7_su,x,"PktReg",5576,984.2,3.3,95,6,1,3.1
1990,11,26,1_mo,x,"PktReg; 100cm/8.7 changed to 9.7",5576,994.6,7.2,83,8,1,0.0
1990,11,27,2_tu,x,"PktReg",5576,1007.8,5.8,76,6,0,1.0
1990,11,28,3_we,x,"PktReg",5576,1016.2,4.1,97,8,0,0.2
1990,11,29,4_th,x,"PktReg",5576,1018.4,6.1,95,7,0,0.0
1990,11,30,5_fr,x,"PktReg",5576,1020.5,5.4,86,5,0,1.8
1990,12,01,6_sa,x,"PktReg",5576,1029.5,5.6,89,8,0,0.0
1990,12,02,7_su,x,"PktReg",5576,1029.4,4.1,79,8,0,0.0
1990,12,03,1_mo,x,"PktReg",5576,1024.8,5.7,82,8,0,0.0
1990,12,04,2_tu,x,"PktReg",5576,1025.5,2.2,96,4,0,5.0
1990,12,05,3_we,x,"PktReg",5576,1029.6,2.6,95,1,0,6.7
1990,12,06,4_th,x,"PktReg",5576,1028.2,-2.0,98,9,0,1.5
1990,12,07,5_fr,x,"PktReg",5576,1008.3,3.1,79,2,1,1.7
1990,12,08,6_sa,x,"PktReg",5576,981.3,0.7,94,8,1,0.0
1990,12,09,7_su,x,"PktReg",5576,992.1,0.7,96,2,1,4.8
1990,12,10,1_mo,x,"PktReg",5576,998.2,6.1,85,8,0,0.0
1990,12,11,2_tu,x,"PktReg",5576,1010.4,4.4,89,6,1,0.2
1990,12,12,3_we,x,"PktReg",5576,1007.5,4.6,73,5,0,3.3
1990,12,13,4_th,x,"PktReg",5576,1019.4,2.6,77,5,0,1.9
1990,12,14,5_fr,x,"PktReg",5576,1024.6,-1.2,99,9,0,0.0
1990,12,15,6_sa,x,"PktReg",5576,1022.3,-2.5,95,4,1,0.2
1990,12,16,7_su,x,"PktReg",5576,1025.7,3.0,86,1,0,1.8
1990,12,17,1_mo,x,"PktReg",5576,1026.1,-0.5,89,6,1,0.0
1990,12,18,2_tu,x,"PktReg",5576,1015.4,1.1,75,8,0,2.5
1990,12,19,3_we,x,"PktReg",5576,1019.5,0.9,92,8,0,1.8
1990,12,20,4_th,x,"PktReg",5576,1016.2,4.1,88,8,1,0.0
1990,12,21,5_fr,x,"PktReg",5576,1007.4,8.9,99,8,1,0.0
1990,12,22,6_sa,x,"PktReg",5576,1011.7,9.7,83,8,0,0.0
1990,12,23,7_su,x,"PktReg",5576,1008.3,9.1,81,8,1,0.0
1990,12,24,1_mo,XE,"PktReg",5576,1005.3,7.6,94,8,1,2.1
1990,12,25,2_tu,XD,"PktReg; max gust < 60mph",5576,984.5,7.6,97,8,1,0.2
1990,12,26,3_we,XB,"PktReg",5576,987.4,7.4,93,8,1,0.3
1990,12,27,4_th,x,"PktReg",5576,994.2,4.1,83,4,0,5.4
1990,12,28,5_fr,x,"PktReg; max gust < 40 mph",5576,999.7,6.2,89,7,1,0.0
1990,12,29,6_sa,x,"PktReg",5576,992.5,8.3,75,8,1,0.0
